pm2_5,month,weekday,hour,wind-east,wind-north,temperature,pressure,humidity,target
19.93,9,2,3,0.0,0.0,11.3,1006.7,99,15.71
20.98,9,2,4,0.819152,-0.573576,11.7,1006.5,99,20.44
21.58,9,2,5,0.707107,-0.707107,11.7,1006.3,99,18.27
20.25,9,2,6,1.389317,-1.43868,12.2,1006.5,99,17.84
21.7,9,2,7,2.598076,-1.5,14.7,1006.1,90,16.03
17.58,9,2,8,2.598076,-1.5,17.7,1006.0,80,16.79
15.71,9,2,9,1.312118,-1.509419,19.3,1006.3,71,16.65
20.44,9,2,10,1.175571,-1.618034,20.7,1005.9,65,17.09
18.27,9,2,11,0.415823,-1.956295,21.4,1005.3,58,22.12
17.84,9,2,12,1.312118,-1.509419,22.1,1004.9,56,24.85
16.03,9,2,13,2.264129,-1.968177,21.8,1004.4,55,24.02
16.79,9,2,14,0.938943,-1.765895,22.0,1003.9,57,27.12
16.65,9,2,15,1.389317,-1.43868,21.3,1003.6,60,27.9
17.09,9,2,16,2.571502,-1.545114,19.9,1003.2,67,27.81
22.12,9,2,17,1.462707,-1.363997,18.9,1003.2,70,28.12
24.85,9,2,18,1.797588,-0.876742,17.9,1003.2,75,26.18
24.02,9,2,19,0.939693,-0.34202,17.5,1003.2,77,24.14
27.12,9,2,20,2.648843,-1.408415,16.6,1002.9,79,23.87
27.9,9,2,21,1.597271,-1.20363,15.8,1002.8,82,24.25
27.81,9,2,22,1.782013,-0.907981,14.8,1002.6,85,24.95
28.12,9,2,23,2.623859,-1.454429,14.6,1002.2,85,26.13
26.18,9,3,0,2.571502,-1.545114,14.2,1001.8,87,27.5
24.14,9,3,1,2.67302,-1.361971,14.3,1001.4,87,29.59
23.87,9,3,2,2.544144,-1.589758,14.3,1001.0,86,32.27
24.25,9,3,3,2.598076,-1.5,14.3,1000.5,87,35.47
24.95,9,3,4,2.623859,-1.454429,14.3,1000.1,87,32.39
26.13,9,3,5,1.532089,-1.285575,14.2,1000.1,89,33.28
27.5,9,3,6,3.625231,-1.690473,14.5,999.8,92,32.07
29.59,9,3,7,1.928363,-2.298133,14.9,999.8,90,36.48
32.27,9,3,8,2.364032,-1.846984,15.8,999.6,90,32.57
35.47,9,3,9,1.509419,-1.312118,17.1,999.6,87,16.37
32.39,9,3,10,1.22021,-2.740636,18.3,999.4,84,18.27
33.28,9,3,11,0.243739,-1.985092,19.4,999.4,82,11.79
32.07,9,3,12,1.118386,-1.658075,21.0,998.9,77,13.55
36.48,9,3,13,0.845237,-1.812616,21.9,998.5,76,17.01
32.57,9,3,14,-0.857167,0.515038,20.2,998.4,90,20.23
16.37,9,3,15,-2.0,-0.0,19.2,998.4,94,18.41
18.27,9,3,16,-0.829038,-0.559193,19.3,998.5,93,16.46
11.79,9,3,17,-0.48481,-0.87462,18.9,998.5,96,17.97
13.55,9,3,18,-2.761515,-1.172193,18.1,998.7,95,22.48
17.01,9,3,19,-2.92311,-0.674853,17.6,998.6,96,22.38
20.23,9,3,20,-1.922523,-0.551275,17.6,998.6,97,21.71
18.41,9,3,21,-1.980536,-0.278346,17.4,998.6,97,19.33
16.46,9,3,22,-2.977638,0.365608,17.4,998.8,97,18.82
17.97,9,3,23,-2.995889,-0.157008,17.3,998.6,98,15.13
22.48,9,4,0,-3.0,-0.0,16.8,998.3,98,16.34
22.38,9,4,1,-2.999543,0.052357,16.4,998.1,97,21.14
21.71,9,4,2,-2.992692,-0.209269,15.6,997.8,96,25.33
19.33,9,4,3,-2.992692,-0.209269,15.2,997.4,96,31.9
18.82,9,4,4,-2.999543,-0.052357,14.8,997.3,95,32.52
15.13,9,4,5,-2.970804,-0.417519,14.6,997.4,94,31.39
16.34,9,4,6,-3.990256,-0.279026,14.5,997.5,92,24.06
21.14,9,4,7,-2.988584,-0.261467,14.4,997.4,93,25.24
25.33,9,4,8,-0.927184,-0.374607,14.6,997.3,93,22.14
31.9,9,4,9,-2.934443,-0.623735,15.0,997.2,92,19.71
32.52,9,4,10,-2.999543,-0.052357,15.5,997.2,90,15.49
31.39,9,4,11,-2.995889,-0.157008,16.5,997.1,85,13.83
24.06,9,4,12,-2.970804,0.417519,17.6,996.8,79,11.89
25.24,9,4,13,-3.997563,0.139598,18.1,996.4,76,12.91
22.14,9,4,14,-3.654182,1.626947,17.8,996.4,78,15.06
19.71,9,4,15,-3.999391,-0.06981,17.7,996.4,82,13.21
15.49,9,4,16,-3.997563,0.139598,17.3,996.3,82,11.34
13.83,9,4,17,-2.944882,0.572427,16.7,996.4,84,14.36
11.89,9,4,18,-2.988584,0.261467,16.1,996.6,86,14.27
12.91,9,4,19,-3.0,-0.0,15.3,996.6,91,13.9
15.06,9,4,20,-2.995889,0.157008,15.2,996.7,93,14.51
13.21,9,4,21,-3.950753,0.625738,14.8,996.7,94,15.05
11.34,9,4,22,-3.91259,0.831647,14.6,996.6,95,9.32
14.36,9,4,23,-3.845047,1.102549,14.4,996.5,96,10.64
14.27,9,5,0,-2.954423,0.520945,14.5,996.4,96,8.47
13.9,9,5,1,-3.625231,1.690473,14.5,996.2,96,8.2
14.51,9,5,2,-2.868914,0.877115,14.4,995.9,97,6.88
15.05,9,5,3,-3.708735,1.498426,14.4,995.7,97,8.63
9.32,9,5,4,-3.734322,1.433472,14.5,995.5,96,10.63
10.64,9,5,5,2.778633,2.877359,13.3,995.8,95,11.9
8.47,9,5,6,3.656769,3.409992,12.5,996.4,97,5.66
8.2,9,5,7,2.347358,4.414738,12.0,996.7,93,5.46
6.88,9,5,8,-0.0,4.0,11.8,997.1,92,4.78
8.63,9,5,9,-1.498426,3.708735,11.6,997.4,91,2.73
10.63,9,5,10,-1.690473,3.625231,11.1,997.7,91,2.77
11.9,9,5,11,-2.033683,4.567727,10.7,998.0,91,3.78
5.66,9,5,12,-0.522642,4.972609,11.1,998.2,83,4.87
5.46,9,5,13,-0.522642,4.972609,10.2,998.5,92,6.02
4.78,9,5,14,-1.939238,3.498479,9.8,998.5,94,7.57
2.73,9,5,15,-2.150208,5.601483,9.7,998.7,94,8.34
2.77,9,5,16,0.61009,6.973363,8.1,999.1,92,8.14
3.78,9,5,17,1.144854,5.889763,7.3,999.5,92,8.43
4.87,9,5,18,-2.24764,5.563103,7.2,999.8,94,8.31
6.02,9,5,19,-3.213938,3.830222,7.3,999.8,96,7.51
7.57,9,5,20,-3.009075,3.993178,7.3,999.6,96,7.56
8.34,9,5,21,-2.624236,3.018838,7.5,999.6,95,7.93
8.14,9,5,22,-3.009075,3.993178,7.5,999.6,95,7.54
8.43,9,5,23,-3.775922,4.662876,7.6,999.6,94,7.62
8.31,9,6,0,-3.596699,3.473292,7.7,999.6,94,7.17
7.51,9,6,1,-4.16795,4.316039,7.7,999.4,93,7.15
7.56,9,6,2,-3.409992,3.656769,7.8,999.4,91,7.09
7.93,9,6,3,-3.88573,3.146602,7.7,999.4,92,7.74
7.54,9,6,4,-3.236068,2.351141,7.8,999.5,92,7.87
7.62,9,6,5,-4.145188,2.795965,7.9,999.7,91,7.97
7.17,9,6,6,-4.09576,2.867882,8.4,999.6,88,7.6
7.15,9,6,7,-5.202014,4.683914,8.9,999.5,85,9.36
7.09,9,6,8,-4.316039,4.16795,9.0,999.7,84,7.71
7.74,9,6,9,-3.775922,4.662876,9.5,1000.0,79,7.01
7.87,9,6,10,-4.683914,5.202014,10.0,1000.2,76,7.86
7.97,9,6,11,-3.775922,4.662876,10.1,1000.4,77,8.57
7.6,9,6,12,-2.816829,5.297686,10.8,1000.6,75,8.58
9.36,9,6,13,-1.873033,4.635919,10.8,1000.8,78,9.14
7.71,9,6,14,-0.174497,4.996954,10.2,1001.0,79,8.6
7.01,9,6,15,-0.731216,5.955277,9.8,1001.5,78,9.39
7.86,9,6,16,0.522642,4.972609,9.4,1001.6,79,7.08
8.57,9,6,17,0.695866,4.95134,8.8,1001.9,81,6.41
8.58,9,6,18,-0.06981,3.999391,8.6,1002.4,82,5.22
9.14,9,6,19,-0.261467,2.988584,8.6,1002.7,83,4.92
8.6,9,6,20,-1.953656,4.602524,8.5,1002.7,84,4.68
9.39,9,6,21,-0.967688,3.881183,8.4,1002.7,83,6.14
7.08,9,6,22,-1.626947,3.654182,7.9,1002.9,83,6.78
6.41,9,6,23,-2.828427,2.828427,7.9,1003.0,84,7.25
5.22,9,0,0,-2.462646,3.152043,7.8,1003.1,81,9.45
4.92,9,0,1,-3.276608,2.294306,7.7,1003.3,81,7.21
4.68,9,0,2,-2.877359,2.778633,7.7,1003.1,77,6.26
6.14,9,0,3,-3.146602,3.88573,7.3,1003.1,83,6.66
6.78,9,0,4,-3.018838,2.624236,7.2,1003.1,83,6.8
7.25,9,0,5,-3.152043,2.462646,7.3,1003.5,83,7.28
9.45,9,0,6,-3.654182,1.626947,6.6,1003.6,93,9.61
7.21,9,0,7,-3.345653,3.715724,7.1,1003.7,87,8.6
6.26,9,0,8,-3.090228,5.143004,7.9,1004.1,74,6.88
6.66,9,0,9,-1.545085,4.755283,8.3,1004.5,73,7.84
6.8,9,0,10,-0.782172,4.938442,8.3,1004.6,72,9.34
7.28,9,0,11,-3.090228,5.143004,8.2,1004.8,74,10.6
9.61,9,0,12,-3.936354,4.528257,8.3,1005.1,73,12.22
8.6,9,0,13,-3.280295,3.773548,8.4,1005.4,75,10.47
6.88,9,0,14,-2.113091,4.531539,8.9,1005.7,73,11.85
7.84,9,0,15,-1.627841,4.727593,8.6,1006.5,74,14.04
9.34,9,0,16,-2.795965,4.145188,8.2,1006.9,73,12.56
10.6,9,0,17,-1.989044,-0.209057,7.9,1007.2,77,12.54
12.22,9,0,18,-1.765895,-0.938943,7.5,1007.4,80,12.09
10.47,9,0,19,-2.85317,-0.927051,7.3,1007.7,83,11.92
11.85,9,0,20,-2.883785,-0.826912,6.8,1007.9,82,11.55
14.04,9,0,21,-2.944882,-0.572427,6.5,1008.1,84,11.8
12.56,9,0,22,-2.977638,-0.365608,6.0,1008.2,87,12.82
12.54,9,0,23,-2.995889,-0.157008,5.3,1008.3,92,15.57
12.09,9,1,0,-3.950753,0.625738,6.0,1008.3,91,15.3
11.92,9,1,1,-3.961072,0.556692,5.9,1008.5,93,13.02
11.55,9,1,2,-4.95134,0.695866,5.7,1008.5,95,11.13
11.8,9,1,3,-3.926509,0.763236,5.1,1008.7,95,9.81
12.82,9,1,4,-3.950753,0.625738,4.7,1008.9,96,13.36
15.57,9,1,5,-3.91259,0.831647,4.6,1009.5,96,13.23
15.3,9,1,6,-3.734322,1.433472,6.2,1009.8,94,11.35
13.02,9,1,7,-3.108584,2.517282,8.2,1010.2,84,14.24
11.13,9,1,8,-3.830222,3.213938,9.2,1010.7,80,13.48
9.81,9,1,9,-4.602524,1.953656,9.9,1010.9,74,13.82
13.36,9,1,10,-4.49397,2.191856,10.5,1010.5,73,14.52
13.23,9,1,11,-3.999391,0.06981,11.8,1010.5,73,13.84
11.35,9,1,12,-5.297686,2.816829,12.9,1010.5,66,13.14
14.24,9,1,13,-4.330127,2.5,12.1,1010.5,68,13.04
13.48,9,1,14,-3.625231,1.690473,12.0,1010.2,70,12.62
13.82,9,1,15,-3.939231,0.694593,12.2,1010.1,66,14.26
14.52,9,1,16,-2.983566,-0.313585,11.6,1010.0,70,13.34
13.84,9,1,17,-2.963065,-0.469303,11.1,1009.9,73,12.19
13.14,9,1,18,-3.939231,0.694593,11.1,1010.0,74,12.78
13.04,9,1,19,-3.89748,0.899804,10.9,1010.0,77,13.86
12.62,9,1,20,-3.926509,0.763236,9.9,1010.0,86,14.77
14.26,9,1,21,-2.992692,0.209269,9.3,1009.9,93,12.9
13.34,9,1,22,-2.988584,0.261467,8.9,1009.6,95,12.87
12.19,9,1,23,-2.85317,0.927051,8.7,1009.2,95,15.34
12.78,9,2,0,-1.975377,0.312869,8.6,1009.0,95,14.53
13.86,9,2,1,-2.718923,1.267855,8.6,1008.7,96,12.95
14.77,9,2,2,-3.236068,2.351141,8.5,1008.7,95,9.28
12.9,9,2,3,-2.083975,2.158019,8.2,1008.5,95,9.62
12.87,9,2,4,-1.509419,1.312118,7.8,1008.6,96,7.43
15.34,9,2,5,-2.648843,1.408415,8.0,1008.8,96,6.96
14.53,9,2,6,-2.696382,1.315113,8.5,1009.0,94,9.89
12.95,9,2,7,-3.276608,2.294306,9.8,1009.3,87,7.05
9.28,9,2,8,-3.213938,3.830222,11.3,1009.5,74,7.78
9.62,9,2,9,-3.409992,3.656769,11.1,1009.5,67,8.8
7.43,9,2,10,-2.958328,6.344155,12.0,1009.2,60,8.46
6.96,9,2,11,-3.009075,3.993178,13.6,1009.0,58,10.96
9.89,9,2,12,-2.278977,6.61863,12.4,1009.0,56,12.15
7.05,9,2,13,-1.349706,5.84622,12.7,1009.0,55,13.75
7.78,9,2,14,-3.090228,5.143004,13.6,1008.7,53,17.47
8.8,9,2,15,-2.113091,4.531539,12.8,1008.6,57,18.74
8.46,9,2,16,-5.282967,4.592413,12.2,1008.6,60,15.44
10.96,9,2,17,-4.193353,2.723195,10.6,1009.0,71,14.59
12.15,9,2,18,-2.740636,1.22021,8.8,1008.9,81,15.13
13.75,9,2,19,-1.997259,0.104672,8.6,1008.7,84,16.02
17.47,9,2,20,-1.922523,-0.551275,8.6,1008.8,86,17.72
18.74,9,2,21,-1.902113,-0.618034,8.1,1008.5,89,19.93
15.44,9,2,22,-1.969616,-0.347296,8.7,1008.4,90,22.36
14.59,9,2,23,-1.963254,-0.381618,9.2,1008.1,92,22.46
15.13,9,3,0,-1.922523,-0.551275,9.4,1007.7,92,21.02
16.02,9,3,1,-1.797588,-0.876742,9.5,1007.0,92,23.83
17.72,9,3,2,-0.656059,-0.75471,9.4,1006.1,92,25.33
19.93,9,3,3,-1.827091,-0.813473,9.1,1005.9,93,23.8
22.36,9,3,4,-1.532089,-1.285575,9.1,1005.2,92,17.49
22.46,9,3,5,-1.732051,-1.0,9.5,1004.7,92,15.0
21.02,9,3,6,-1.389317,-1.43868,10.1,1004.1,92,15.73
23.83,9,3,7,-1.532089,-1.285575,10.9,1003.8,91,19.42
25.33,9,3,8,-2.331438,-1.887961,12.3,1003.2,87,21.27
23.8,9,3,9,-3.75877,-1.368081,13.9,1002.6,81,23.66
17.49,9,3,10,-2.331438,-1.887961,15.1,1001.2,77,24.3
15.0,9,3,11,-4.924039,-0.868241,16.0,1000.3,72,23.5
15.73,9,3,12,-2.598076,-1.5,15.7,999.7,72,19.58
19.42,9,3,13,-3.782074,-1.302273,15.6,999.0,73,17.34
21.27,9,3,14,-1.589758,-2.544144,15.5,997.7,76,14.88
23.66,9,3,15,-1.928363,-2.298133,14.9,996.6,79,17.84
24.3,9,3,16,-1.059839,-1.696096,14.7,995.5,81,9.58
23.5,9,3,17,-1.059839,-1.696096,14.6,994.4,82,7.78
19.58,9,3,18,-0.651136,-1.891037,14.6,992.7,82,4.23
17.34,9,3,19,-1.677579,-2.487113,14.6,991.7,82,5.4
14.88,9,3,20,-2.194061,-2.045995,14.3,990.3,88,5.27
17.84,9,3,21,-2.571502,-1.545114,14.4,989.0,88,5.78
9.58,9,3,22,-6.761481,-1.811733,13.9,987.9,92,6.15
7.78,9,3,23,-5.706339,-1.854102,14.0,987.2,90,7.12
4.23,9,4,0,-7.998782,0.139619,14.0,987.4,83,8.15
8.15,9,4,6,-7.989036,-0.418688,11.6,991.2,81,7.42
7.42,9,4,12,-9.0,-0.0,15.4,993.9,64,10.27
7.43,9,4,13,-10.0,-0.0,15.5,994.3,59,11.74
8.02,9,4,14,-8.889195,1.40791,15.7,994.9,60,14.3
8.37,9,4,15,-7.969558,0.697246,15.1,995.5,61,13.73
7.92,9,4,16,-5.941608,0.835039,14.3,996.3,62,12.81
8.46,9,4,17,-4.996954,-0.174497,13.6,997.0,64,10.65
10.27,9,4,18,-2.977638,-0.365608,12.7,998.0,70,8.97
11.74,9,4,19,-2.85317,-0.927051,11.8,998.5,76,8.16
14.3,9,4,20,-2.740636,-1.22021,11.0,999.0,79,7.5
13.73,9,4,21,-3.89748,-0.899804,10.8,999.1,82,7.86
12.81,9,4,22,-2.954423,-0.520945,10.7,999.3,81,9.55
10.65,9,4,23,-2.92311,-0.674853,11.5,999.5,81,10.61
8.97,9,5,0,-2.944882,-0.572427,12.1,999.1,85,12.39
8.16,9,5,1,-2.963065,-0.469303,12.6,998.9,87,12.5
7.5,9,5,2,-2.85317,-0.927051,13.5,998.8,87,14.25
7.86,9,5,3,-3.75877,-1.368081,14.1,998.7,85,14.08
9.55,9,5,4,-2.897777,-0.776457,14.4,998.8,85,14.98
10.61,9,5,5,-1.714335,-1.030076,14.4,999.2,86,11.73
12.39,9,5,6,-2.740636,-1.22021,14.8,999.3,85,11.81
12.5,9,5,7,-3.782074,-1.302273,15.5,999.5,84,11.14
14.25,9,5,8,-4.972609,-0.522642,16.3,999.9,83,9.99
14.08,9,5,9,-4.924039,-0.868241,15.8,1000.4,90,11.16
14.98,9,5,10,-4.938442,-0.782172,16.5,1000.5,89,12.01
11.73,9,5,11,-4.938442,-0.782172,17.4,1000.7,84,12.17
11.81,9,5,12,-5.955277,-0.731216,17.8,1000.7,81,12.23
11.14,9,5,13,-5.941608,-0.835039,17.6,1001.4,80,16.63
9.99,9,5,14,-4.98782,-0.348782,17.9,1001.8,78,17.33
11.16,9,5,15,-4.98782,-0.348782,17.7,1002.2,78,18.04
12.01,9,5,16,-3.978088,-0.418114,17.4,1002.8,78,17.05
12.17,9,5,17,-3.984779,-0.348623,17.2,1003.3,78,13.32
12.23,9,5,18,-2.954423,-0.520945,16.7,1003.9,81,13.43
16.63,9,5,19,-1.91261,-0.584743,16.5,1004.4,83,14.42
17.33,9,5,20,-1.749239,-0.969619,16.1,1004.8,87,15.22
18.04,9,5,21,-2.92311,-0.674853,15.9,1005.2,89,15.75
17.05,9,5,22,-1.985092,0.243739,15.6,1005.7,91,14.43
13.32,9,5,23,-1.985092,-0.243739,15.6,1006.2,91,18.54
13.43,9,6,0,-1.963254,-0.381618,15.4,1006.5,92,16.92
14.42,9,6,1,-0.87462,0.48481,14.9,1006.7,93,10.38
15.22,9,6,2,-0.992546,-0.121869,14.2,1007.1,91,8.9
15.75,9,6,3,0.0,0.0,11.8,1007.4,95,9.65
14.43,9,6,4,0.0,0.0,11.5,1007.7,97,7.88
18.54,9,6,5,0.0,0.0,11.0,1007.9,98,8.53
16.92,9,6,6,0.0,0.0,12.7,1008.4,98,8.36
10.38,9,6,7,0.945519,-0.325568,15.5,1009.0,80,8.68
8.9,9,6,8,0.573576,-0.819152,16.5,1009.6,78,7.55
9.65,9,6,9,1.985092,0.243739,17.9,1009.9,69,7.29
7.88,9,6,10,0.0,0.0,17.9,1009.9,67,8.26
8.53,9,6,11,0.990268,-0.139173,18.2,1009.8,68,9.18
8.36,9,6,12,-0.707107,0.707107,18.6,1009.7,65,10.02
8.68,9,6,13,0.292372,0.956305,18.6,1009.4,62,12.84
7.55,9,6,14,0.406737,0.913545,18.7,1009.1,62,13.77
7.29,9,6,15,0.694658,0.71934,18.7,1009.2,63,16.0
8.26,9,6,16,2.934443,0.623735,17.1,1009.2,70,14.3
9.18,9,6,17,2.944882,0.572427,14.6,1009.3,76,12.28
10.02,9,6,18,2.868914,0.877115,13.4,1009.4,80,9.77
12.84,9,6,19,1.995128,0.139513,12.7,1009.7,83,8.04
13.77,9,6,20,0.913545,-0.406737,12.7,1009.8,84,7.07
16.0,9,6,21,0.819152,-0.573576,11.6,1010.2,88,7.43
14.3,9,6,22,0.956305,-0.292372,11.2,1010.4,89,8.44
12.28,9,6,23,0.97437,-0.224951,10.5,1010.4,91,8.81
9.77,9,0,0,2.992692,-0.209269,9.1,1010.3,91,9.27
8.04,9,0,1,2.977638,-0.365608,8.8,1010.0,91,8.19
7.07,9,0,2,2.0,0.0,8.1,1009.9,92,6.95
7.43,9,0,3,1.812616,-0.845237,8.4,1010.1,93,4.79
8.44,9,0,4,1.891037,-0.651136,8.0,1009.9,92,4.13
8.81,9,0,5,1.980536,-0.278346,8.1,1010.0,92,4.72
9.27,9,0,6,3.999391,0.06981,9.8,1010.2,89,4.8
8.19,9,0,7,4.962731,-0.609347,12.0,1010.2,85,4.07
6.95,9,0,8,4.996954,-0.174497,14.4,1010.2,74,4.39
4.79,9,0,9,4.938442,-0.782172,16.2,1010.1,65,4.44
4.13,9,0,10,5.795555,-1.552914,17.0,1009.9,61,6.06
4.72,9,0,11,5.706339,-1.854102,17.9,1009.5,58,6.61
4.8,9,0,12,6.961653,-0.731699,18.3,1009.1,54,8.85
4.07,9,0,13,6.973363,0.61009,18.1,1008.8,53,9.99
4.39,9,0,14,6.990407,0.366352,17.9,1008.5,54,8.23
4.44,9,0,15,4.972609,-0.522642,17.1,1008.6,59,7.1
6.06,9,0,16,4.980973,-0.435779,15.2,1008.6,67,5.67
6.61,9,0,17,4.980973,0.435779,13.6,1009.0,75,5.0
8.85,9,0,18,4.0,0.0,12.3,1009.2,80,4.7
9.99,9,0,19,3.999391,-0.06981,11.0,1009.3,83,4.38
8.23,9,0,20,3.994518,-0.209344,10.5,1009.5,84,4.35
7.1,9,0,21,3.978088,-0.418114,10.0,1009.7,84,4.71
5.67,9,0,22,4.980973,-0.435779,9.5,1009.7,85,5.2
5.0,9,0,23,2.970804,-0.417519,8.3,1009.9,88,5.87
4.7,9,1,0,2.988584,-0.261467,7.5,1010.2,90,6.76
4.38,9,1,1,1.998782,0.069799,7.1,1010.3,92,6.82
4.35,9,1,2,2.999543,-0.052357,6.9,1010.1,93,5.02
4.71,9,1,3,3.0,0.0,6.4,1010.0,93,4.76
5.2,9,1,4,2.970804,-0.417519,6.1,1010.0,93,4.49
5.87,9,1,5,2.944882,-0.572427,6.5,1010.4,92,4.51
6.76,9,1,6,3.984779,-0.348623,8.2,1011.0,87,4.99
6.82,9,1,7,4.455033,-2.269952,10.2,1011.6,76,5.23
5.02,9,1,8,4.667902,-1.79184,12.0,1012.0,69,4.97
4.76,9,1,9,4.24024,-2.649596,13.4,1012.2,64,5.89
4.49,9,1,10,4.145188,-2.795965,13.9,1012.2,62,7.48
4.51,9,1,11,4.698463,-1.710101,14.9,1012.2,58,9.38
4.99,9,1,12,2.972579,-2.676522,15.3,1012.0,57,11.01
5.23,9,1,13,4.414738,-2.347358,15.4,1012.2,55,10.67
4.97,9,1,14,5.247718,-2.908858,15.0,1012.2,56,11.32
5.89,9,1,15,4.285837,-2.57519,14.5,1012.2,60,12.3
7.48,9,1,16,2.67302,-1.361971,13.1,1012.6,65,11.3
9.38,9,1,17,2.934443,-0.623735,11.2,1013.0,73,10.44
11.01,9,1,18,2.992692,-0.209269,10.1,1013.2,79,10.43
10.67,9,1,19,2.963065,-0.469303,9.7,1013.5,80,10.28
11.32,9,1,20,3.950753,-0.625738,9.3,1013.5,81,10.51
12.3,9,1,21,2.897777,-0.776457,8.5,1013.5,83,11.0
11.3,9,1,22,3.734322,-1.433472,8.6,1013.5,84,12.54
10.44,9,1,23,3.939231,-0.694593,7.6,1013.7,89,12.87
10.43,9,2,0,2.988584,-0.261467,6.9,1013.6,91,13.28
10.28,9,2,1,2.992692,-0.209269,6.4,1013.4,94,14.5
10.51,9,2,2,2.998172,-0.104698,6.3,1013.2,95,13.59
11.0,9,2,3,2.988584,-0.261467,6.3,1013.1,95,13.02
12.54,9,2,4,2.999543,-0.052357,6.0,1013.0,96,11.99
12.87,9,2,5,3.994518,-0.209344,6.4,1013.0,95,10.84
13.28,9,2,6,4.972609,-0.522642,7.9,1012.8,91,10.81
14.5,9,2,7,6.82059,-1.574657,9.7,1012.7,85,11.26
13.59,9,2,8,6.973363,-0.61009,11.7,1012.5,78,10.85
13.02,9,2,9,6.728832,-1.929461,13.7,1012.0,68,11.97
11.99,9,2,10,9.612617,-2.756374,15.0,1011.6,61,13.16
10.84,9,2,11,7.946528,-4.225244,15.8,1011.0,57,14.41
10.81,9,2,12,7.794229,-4.5,16.1,1010.5,54,15.13
11.26,9,2,13,6.344155,-2.958328,16.1,1010.1,57,15.59
10.85,9,2,14,5.734064,-4.015035,15.7,1009.9,56,17.43
11.97,9,2,15,5.437847,-2.53571,15.4,1009.7,59,16.99
13.16,9,2,16,5.297686,-2.816829,14.9,1009.5,60,16.05
14.41,9,2,17,5.601483,-2.150208,13.5,1009.5,65,16.98
15.13,9,2,18,4.414738,-2.347358,12.9,1009.5,67,19.95
15.59,9,2,19,4.330127,-2.5,13.1,1009.6,66,20.11
17.43,9,2,20,5.088289,-3.179516,12.9,1009.5,67,21.21
16.99,9,2,21,4.193353,-2.723195,12.4,1009.7,70,19.03
16.05,9,2,22,4.285837,-2.57519,11.9,1009.6,74,18.46
16.98,9,2,23,3.276608,-2.294306,11.6,1009.6,75,19.89
19.95,9,3,0,3.236068,-2.351141,11.3,1009.7,76,20.09
20.11,9,3,1,3.276608,-2.294306,11.0,1009.7,78,20.58
21.21,9,3,2,3.354682,-2.178556,10.7,1009.6,78,23.53
19.03,9,3,3,2.229434,-2.007392,9.5,1010.0,91,26.15
18.46,9,3,4,2.571502,-1.545114,9.2,1010.1,95,21.85
19.89,9,3,5,2.364032,-1.846984,9.2,1010.4,94,13.85
20.09,9,3,6,1.414214,-1.414214,9.3,1011.1,95,13.24
20.58,9,3,7,0.615661,-0.788011,9.6,1011.5,95,14.55
23.53,9,3,8,-0.017452,-0.999848,10.3,1011.8,95,17.51
26.15,9,3,9,0.0,0.0,11.1,1012.5,96,10.86
21.85,9,3,10,-2.781552,1.12382,13.2,1012.7,91,10.38
13.85,9,3,11,-2.983566,-0.313585,12.9,1013.1,88,11.46
13.24,9,3,12,-1.963254,-0.381618,12.4,1013.4,89,14.56
14.55,9,3,13,-1.91261,-0.584743,12.3,1013.7,86,16.68
17.51,9,3,14,-0.0,1.0,12.9,1013.6,86,18.58
10.86,9,3,15,-1.989044,-0.209057,12.9,1013.7,76,23.45
10.38,9,3,16,-0.978148,-0.207912,12.3,1014.1,79,26.71
11.46,9,3,17,-0.62932,-0.777146,10.9,1014.5,88,20.78
14.56,9,3,18,-0.087156,-0.996195,10.9,1014.8,87,22.46
16.68,9,3,19,-0.034899,-0.999391,10.7,1014.9,89,22.82
18.58,9,3,20,0.275637,-0.961262,9.3,1015.2,95,22.52
23.45,9,3,21,0.0,0.0,7.9,1015.5,95,23.34
26.71,9,3,22,0.0,0.0,7.1,1015.7,97,24.41
20.78,9,3,23,0.0,0.0,6.9,1015.9,98,24.31
22.46,10,4,0,0.0,0.0,6.3,1015.9,98,23.43
22.82,10,4,1,0.0,0.0,4.9,1015.5,98,22.51
22.52,10,4,2,0.0,0.0,3.9,1015.5,98,21.46
23.34,10,4,3,0.0,0.0,4.2,1015.8,98,20.64
24.41,10,4,4,0.0,0.0,4.1,1015.8,99,20.59
24.31,10,4,5,0.241922,0.970296,3.3,1016.1,99,21.49
23.43,10,4,6,1.677341,-1.089278,5.4,1016.3,99,20.21
22.51,10,4,7,2.868914,-0.877115,6.8,1016.3,99,27.04
21.46,10,4,8,2.934443,-0.623735,8.6,1016.3,99,32.11
20.64,10,4,9,1.696096,-1.059839,9.7,1016.3,98,33.21
20.59,10,4,10,2.194061,-2.045995,11.7,1016.3,86,32.53
21.49,10,4,11,2.544144,-1.589758,13.4,1015.9,77,28.71
20.21,10,4,12,3.53179,-1.877886,14.3,1015.4,74,24.89
27.04,10,4,13,3.804226,-1.236068,14.1,1014.8,80,27.02
32.11,10,4,14,2.457456,-1.720729,14.4,1014.3,67,30.94
33.21,10,4,15,3.428669,-2.060152,13.2,1013.9,74,36.74
32.53,10,4,16,2.264129,-1.968177,12.0,1013.7,81,34.13
28.71,10,4,17,2.487113,-1.677579,10.6,1013.7,86,75.03
24.89,10,4,18,2.571502,-1.545114,9.7,1013.4,87,75.76
